nct_id,phases,enrollment,enrollment_type,start_date,primary_completion_date,sponsor_class,n_conditions,n_sites,n_countries
NCT01348152,PHASE2,50,ACTUAL,2011-09,2013-07,INDUSTRY,1,1,1
NCT01634347,PHASE2,17,ACTUAL,2012-01,2014-05,OTHER,1,2,1
NCT01382147,PHASE3,396,ACTUAL,2009-07-01,2012-08,OTHER,1,32,1
NCT00610649,PHASE2,54,ACTUAL,2007-09-20,2008-11-18,INDUSTRY,1,0,0
NCT02615249,PHASE2,122,ACTUAL,2016-12-05,2019-07-15,INDUSTRY,1,8,6
NCT00413049,PHASE3,698,ACTUAL,2007-01,2007-11,INDUSTRY,1,12,1
NCT00381238,PHASE2,33,ACTUAL,2006-06-20,2009-02-01,INDUSTRY,1,7,2
NCT04287049,PHASE2,10,ACTUAL,2020-02-24,2025-03-21,OTHER,1,1,1
NCT00156949,PHASE3,580,ACTUAL,2005-04,2007-02,INDUSTRY,1,0,0
NCT05585658,PHASE1|PHASE2,42,ACTUAL,2021-10-16,2021-11-14,INDUSTRY,1,2,1
NCT01683058,PHASE3,74,ACTUAL,2013-01,2014-02,INDUSTRY,1,38,3
NCT03147248,PHASE3,407,ACTUAL,2016-09-12,2018-05-21,INDUSTRY,1,1,1
NCT03408548,PHASE2,41,ACTUAL,2015-12-01,2016-05-01,OTHER,2,1,1
NCT02583048,PHASE2,84,ACTUAL,2016-08-15,2019-01-07,NIH,2,3,2
NCT02036255,PHASE3,68,ACTUAL,2015-05,2017-07,OTHER,2,9,1
NCT01551355,PHASE3,2279,ACTUAL,2009-07,2011-07,OTHER,1,1,1
NCT02270255,PHASE2,44,ACTUAL,2015-04,2017-11-01,OTHER,1,1,1
NCT06577155,PHASE2,60,ACTUAL,2024-08-29,2025-01-21,OTHER_GOV,2,1,1
NCT04113226,PHASE2,1,ACTUAL,2021-11-09,2024-06-04,OTHER,3,1,1
NCT06159725,PHASE1|PHASE2,43,ACTUAL,2024-06-24,2025-11-14,INDUSTRY,2,23,1
NCT02846025,PHASE2,30,ACTUAL,2015-10,2016-01,OTHER,1,0,0
NCT01025076,PHASE2,14,ACTUAL,2009-02,2012-04,OTHER,1,1,1
NCT01438476,PHASE3,178,ACTUAL,2012-01-26,2017-10-18,OTHER,2,1,1
NCT02248376,PHASE3,364,ACTUAL,2014-11-14,2018-09-14,OTHER,1,1,1
NCT01443676,PHASE2,75,ACTUAL,2011-10,2015-08,OTHER,1,1,1
NCT00446576,PHASE3,176,ACTUAL,1999-11,,INDUSTRY,1,0,0
NCT00069706,PHASE2,118,ACTUAL,2003-07,2003-10,INDUSTRY,2,0,0
NCT00519506,PHASE2,61,ACTUAL,2007-09,2008-06,INDUSTRY,1,6,2
NCT04602104,PHASE1|PHASE2,18,ACTUAL,2020-11-30,2022-11-10,OTHER,1,1,1
NCT01523184,PHASE2,57,ACTUAL,2012-03,2013-11,INDUSTRY,2,1,1
NCT01320384,PHASE2|PHASE3,313,ACTUAL,2011-03,2013-07,OTHER,2,1,1
NCT03178084,PHASE3,721,ACTUAL,2014-10-15,2016-11-05,OTHER,1,0,0
NCT00466752,PHASE2,5,ACTUAL,2006-12,2010-04,OTHER,3,1,1
NCT00391547,PHASE2,14,,2006-10,,INDUSTRY,1,1,1
NCT04755647,PHASE1|PHASE2,40,ACTUAL,2021-02-23,2023-05-20,INDUSTRY,1,1,1
NCT00600249,PHASE2,35,ESTIMATED,2008-01,2012-05,OTHER,1,6,1
NCT00071838,PHASE2,16,ACTUAL,2003-10-30,2007-10-04,NIH,1,1,1
NCT01092338,PHASE2,44,ACTUAL,2010-01,2011-01,OTHER,2,1,1
NCT01459458,PHASE3,3687,ACTUAL,2011-10,2014-02,OTHER,2,1,1
NCT04674358,PHASE2|PHASE3,329,ACTUAL,2020-11-21,2021-09-12,INDUSTRY,2,1,1
NCT03205358,PHASE2,188,ACTUAL,2015-03-31,2015-08-19,INDUSTRY,3,8,1
NCT00468858,PHASE2,636,ACTUAL,2007-07,2010-04,FED,3,11,1
NCT00647348,PHASE2,140,ACTUAL,2008-01,2011-11,OTHER,1,3,1
NCT00367926,PHASE3,12,,2005-06,,OTHER,1,1,1
NCT03386578,PHASE2,780,ACTUAL,2018-07-03,2023-10-25,NIH,1,7,4
NCT01490125,PHASE3,247,ACTUAL,2011-10,2012-08,INDUSTRY,1,43,5
NCT02347176,PHASE2,204,ACTUAL,2015-01-23,2015-11-27,INDUSTRY,1,57,6
NCT00104676,PHASE3,263,ACTUAL,2003-11-26,2012-03-29,OTHER,3,24,3
NCT00432276,PHASE3,803,ACTUAL,2007-01,2009-05,INDUSTRY,1,86,1
NCT02212717,PHASE2|PHASE3,60,ESTIMATED,2014-08,2018-02,OTHER,1,4,3
NCT01302847,PHASE1|PHASE2,181,ACTUAL,2011-04-20,2021-01-20,NIH,1,33,8
NCT00432458,PHASE3,68,ACTUAL,2003-07,2011-06,OTHER,1,4,1
NCT00043758,PHASE2,170,,2002-07,,INDUSTRY,1,40,2
NCT02862548,PHASE2,51,ACTUAL,2016-09-16,2018-02-08,INDUSTRY,1,1,1
NCT01270048,PHASE3,144,ACTUAL,2008-05,2009-03,OTHER_GOV,1,1,1
NCT01808755,PHASE3,60,ACTUAL,2012-01,2012-10,OTHER,1,1,1
NCT01435655,PHASE3,10,ACTUAL,2011-11,2014-02,INDUSTRY,1,2,1
NCT00895726,PHASE2,13,ACTUAL,2009-03,2011-11,INDUSTRY,1,1,1
NCT00380926,PHASE2|PHASE3,23,,2004-04,,OTHER,3,0,0
NCT04937543,PHASE2,50,ACTUAL,2021-06-28,2021-10-30,OTHER,1,1,1
NCT00085943,PHASE3,866,,2004-05,,INDUSTRY,2,119,14
NCT01272635,PHASE3,607,ACTUAL,2011-03,2015-01,OTHER,2,16,1
NCT00048035,PHASE2,91,ACTUAL,2002-03,2005-06,INDUSTRY,1,14,1
NCT07450508,PHASE3,88,ACTUAL,2024-04-30,2024-10-30,OTHER,1,1,1
NCT00135408,PHASE2,115,ACTUAL,2005-12,2007-07,INDUSTRY,1,10,6
NCT00534508,PHASE2,14,ACTUAL,2000-12,2001-07,INDUSTRY,1,1,1
NCT01115517,PHASE2,51,ACTUAL,2010-10,2015-07,OTHER,1,2,1
NCT02182440,PHASE2,301,ACTUAL,2014-12-18,2017-05-25,INDUSTRY,1,58,11
NCT00544440,PHASE2,57,ACTUAL,2007-10,2012-08,INDUSTRY,1,1,1
NCT01858389,PHASE2,41,ACTUAL,2013-07,2015-09,INDUSTRY,1,14,2
NCT01895855,PHASE3,197,ACTUAL,2013-09,2014-11,INDUSTRY,1,3,1
NCT00819585,PHASE2,432,ACTUAL,2008-12,2010-08,INDUSTRY,1,89,18
NCT02496585,PHASE2,34,ACTUAL,2015-07-08,2024-04-12,OTHER,2,12,1
NCT00454285,PHASE2,290,ACTUAL,2003-01,2005-11,OTHER,1,1,1
NCT05630885,PHASE2,110,ACTUAL,2023-05-30,2024-06-19,NIH,2,19,1
NCT01764243,PHASE2,450,ACTUAL,2012-11,2015-06,INDUSTRY,1,1,1
NCT02736617,PHASE2,10,ACTUAL,2016-07-05,2021-06-02,OTHER,2,1,1
NCT00636740,PHASE2,30,ACTUAL,2008-02,2009-02,INDUSTRY,1,13,3
NCT04504240,PHASE3,208,ACTUAL,2020-08-01,2021-04-15,OTHER_GOV,1,2,1
NCT00409240,PHASE3,103,ACTUAL,2006-10,2008-06,FED,3,1,1
NCT00941252,PHASE2|PHASE3,60,ESTIMATED,2009-07,2011-01,OTHER,1,1,1
NCT04444752,PHASE2,226,ACTUAL,2020-07-17,2021-07-28,INDUSTRY,1,59,4
NCT02483052,PHASE1|PHASE2,6,ACTUAL,2015-08,2016-02,INDUSTRY,2,1,1
NCT01072149,PHASE3,54,ACTUAL,2010-01-01,2010-07-01,INDUSTRY,1,8,1
NCT03223649,PHASE2,129,ACTUAL,2017-07-26,2020-06-26,NIH,3,1,1
NCT01242449,PHASE2,10,ACTUAL,2010-11,2012-10,OTHER,1,3,1
NCT00857948,PHASE2,78,ACTUAL,2009-03,2009-04,INDUSTRY,1,1,1
NCT00564148,PHASE2,100,ESTIMATED,2007-07,2009-11,OTHER,1,1,1
NCT02100748,PHASE2,333,ACTUAL,2014-04,2014-10,INDUSTRY,1,4,1
NCT01081678,PHASE2,332,ACTUAL,2010-06-20,2012-06-30,INDUSTRY,1,99,24
NCT00718315,PHASE3,201,ACTUAL,2009-04,2012-06,INDUSTRY,1,26,1
NCT00427115,PHASE3,42,ACTUAL,2005-08,2007-12,OTHER,2,1,1
NCT01639625,PHASE2,18,ACTUAL,2011-05,2015-09,INDUSTRY,2,1,1
NCT02106325,PHASE2,21,ACTUAL,2013-12,2016-02,OTHER,1,2,1
NCT02985125,PHASE1|PHASE2,12,ACTUAL,2017-05-04,2019-07-24,OTHER,1,1,1
NCT00165776,PHASE2,133,ACTUAL,2004-06,2006-05,INDUSTRY,2,21,1
NCT00837876,PHASE2,37,ACTUAL,2008-10,2011-04,OTHER,1,6,1
NCT04126317,PHASE2,106,ACTUAL,2019-11-04,2021-05-14,INDUSTRY,1,46,2
NCT05282004,PHASE3,36,ACTUAL,2022-05-16,2022-09-07,INDUSTRY,1,5,1
NCT00286104,PHASE3,184,ACTUAL,2004-04,2008-12,OTHER,2,1,1
NCT00505284,PHASE2|PHASE3,352,ACTUAL,2007-06,2008-07,INDUSTRY,1,1,1
NCT01845584,PHASE2,7,ACTUAL,2013-05,2015-08,INDUSTRY,1,1,1
NCT01459484,PHASE2,225,ACTUAL,2011-06-23,2024-04-30,NETWORK,1,11,1
NCT03536884,PHASE3,743,ACTUAL,2018-06-13,2019-09-12,INDUSTRY,2,77,11
NCT06429384,PHASE2,240,ACTUAL,2023-06-04,2023-11-18,OTHER,1,30,1
NCT00022152,PHASE2,25,ACTUAL,2001-11,2006-03,OTHER,1,18,1
NCT00709449,PHASE2|PHASE3,60,ESTIMATED,2008-05,2009-03,OTHER,3,1,1
NCT02797249,PHASE3,1000,ACTUAL,2016-12-07,2019-01-19,OTHER,1,1,1
NCT03359538,PHASE2,63,ACTUAL,2017-09-19,2020-12-15,OTHER,1,7,1
NCT02210858,PHASE1|PHASE2,31,ACTUAL,2000-05,2004-11-12,NIH,7,2,1
NCT01772758,PHASE2,64,ACTUAL,2011-08,2016-06-21,OTHER,1,1,1
NCT00313248,PHASE2,65,ACTUAL,2006-04,2008-10,INDUSTRY,1,25,2
NCT05637255,PHASE2,99,ACTUAL,2022-11-22,2024-12-19,INDUSTRY,3,16,3
NCT00015626,PHASE2,300,,,,NIH,2,1,1
NCT00206726,PHASE2,60,ACTUAL,2005-05,2008-04,INDUSTRY,1,27,1
NCT04267926,PHASE1|PHASE2,45,ACTUAL,2020-04-01,2024-10-15,FED,2,1,1
NCT01203826,PHASE2,12,ACTUAL,2010-04,2016-06,INDUSTRY,1,2,2
NCT04792385,PHASE3,145,ACTUAL,2020-12-28,2023-11-24,INDUSTRY,1,23,6
NCT03468985,PHASE2,3,ACTUAL,2018-05-07,2022-05-09,NIH,3,468,1
NCT02868385,PHASE3,167,ACTUAL,2018-10-01,2019-01-14,OTHER,1,1,1
NCT03738215,PHASE3,759,ACTUAL,2018-11-09,2021-09-30,INDUSTRY,1,125,7
NCT01171014,PHASE2|PHASE3,100,ACTUAL,2009-06,2009-12,INDUSTRY,1,0,0
NCT01867606,PHASE2,58,ACTUAL,2013-10-04,2015-11-21,OTHER,1,1,1
NCT06415214,PHASE2,281,ACTUAL,2024-06-21,2025-07-15,INDUSTRY,1,1,1
NCT03242616,PHASE2,17,ACTUAL,2017-02-17,2023-12-05,OTHER,1,1,1
NCT03181516,PHASE2,255,ACTUAL,2017-09-30,2023-10-11,OTHER,1,1,1
NCT02141516,PHASE3,239,ACTUAL,2014-05,2015-03,INDUSTRY,1,20,5
NCT05089084,PHASE3,75,ACTUAL,2021-12-14,2024-04-29,INDUSTRY,1,58,21
NCT01864252,PHASE3,192,ACTUAL,2014-01,2018-10,OTHER,1,1,1
NCT04420247,PHASE3,142,ACTUAL,2020-04-16,2020-08-20,OTHER,5,1,1
NCT04080947,PHASE1|PHASE2,56,ACTUAL,2019-08-01,2021-08-31,OTHER,1,1,1
NCT03444038,PHASE2,85,ACTUAL,2018-02-08,2019-07-12,INDUSTRY,1,37,2
NCT01105338,PHASE2|PHASE3,126,ACTUAL,2009-08,2010-08,OTHER,1,1,1
NCT02562755,PHASE3,459,ACTUAL,2015-10,2020-07,INDUSTRY,1,142,16
NCT02475655,PHASE2,60,ACTUAL,2016-05-16,2018-02-18,NIH,1,14,1
NCT05082285,PHASE2,726,ACTUAL,2021-11-29,2025-03-31,INDUSTRY,1,33,8
NCT02094443,PHASE2,52,ACTUAL,2014-03,2015-04,INDUSTRY,2,16,2
NCT00152243,PHASE3,500,ESTIMATED,1997-06,2006-03,INDUSTRY,1,1,1
NCT00260143,PHASE2,61,ACTUAL,2003-05,2006-06,NIH,1,1,1
NCT01007435,PHASE3,1162,ACTUAL,2009-10-31,2012-05-31,INDUSTRY,1,236,36
NCT02775435,PHASE3,559,ACTUAL,2016-06-09,2018-04-03,INDUSTRY,1,0,0
NCT03818308,PHASE2,20,ACTUAL,2019-05-28,2021-06-08,OTHER,2,14,1
NCT03427814,PHASE2,136,ACTUAL,2018-07-03,2020-06-18,INDUSTRY,1,65,16
NCT04778904,PHASE1|PHASE2,55,ACTUAL,2020-12-22,2023-02-24,INDUSTRY,1,12,3
NCT03639714,PHASE1|PHASE2,29,ACTUAL,2019-02-13,2022-11-10,INDUSTRY,4,11,2
NCT05372016,PHASE3,1200,ACTUAL,2020-09-19,2022-06-17,INDUSTRY,15,1,1
NCT04313504,PHASE2,10,ACTUAL,2020-11-04,2025-06-01,OTHER,1,1,1
NCT02545504,PHASE3,432,ACTUAL,2015-10-13,2019-05-15,INDUSTRY,1,134,16
NCT03752333,PHASE2,35,ACTUAL,2019-02-22,2025-03-31,OTHER,1,3,1
NCT00800033,PHASE3,87,ACTUAL,2008-11,2010-01,OTHER,1,1,1
NCT05991349,PHASE1|PHASE2,36,ACTUAL,2024-03-12,2024-11-30,INDUSTRY,1,7,2
NCT02043548,PHASE2,36,ACTUAL,2014-10-01,2019-07-30,OTHER,2,7,1
NCT00482248,PHASE3,132,ACTUAL,2003-06,2006-06,INDUSTRY,1,0,0
NCT05322148,PHASE3,59,ACTUAL,2022-06-03,2022-11-17,INDUSTRY,1,3,1
NCT01402648,PHASE1|PHASE2,60,ACTUAL,2009-10,2011-03,INDUSTRY,1,1,1
NCT01634555,PHASE2,29,ACTUAL,2012-10,2013-08,INDUSTRY,1,5,1
NCT04686955,PHASE3,19,ACTUAL,2021-01-25,2022-12-31,OTHER_GOV,1,2,1
NCT04372355,PHASE2,40,ACTUAL,2019-06-19,2020-04-30,OTHER,2,1,1
NCT04003155,PHASE3,527,ACTUAL,2019-07-11,2020-10-29,INDUSTRY,1,96,7
NCT02332655,PHASE1|PHASE2,5,ACTUAL,2014-12,2019-04,OTHER,1,1,1
NCT04975555,PHASE2,24,ACTUAL,2021-11-15,2026-01-20,OTHER,5,1,1
NCT01949155,PHASE3,266,ACTUAL,2013-11,2014-05,INDUSTRY,1,1,1
NCT01048255,PHASE2,60,ACTUAL,2010-01,2010-11,INDUSTRY,1,12,1
NCT01214226,PHASE3,278,ACTUAL,2007-12,2010-12,OTHER,2,28,2
NCT01642914,PHASE3,487,ACTUAL,2012-08,2013-05,INDUSTRY,2,151,2
NCT00142506,PHASE3,290,ACTUAL,2005-02,2014-04,OTHER,2,5,1
NCT01017614,PHASE3,350,ESTIMATED,2009-10,2012-07,INDUSTRY,1,10,3
NCT04989816,PHASE2,95,ACTUAL,2021-08-20,2023-06-16,INDUSTRY,1,24,1
NCT00019916,PHASE1|PHASE2,,,2000-06,,NIH,2,2,1
NCT03830606,PHASE2,54,ACTUAL,2016-03-23,2018-09-02,UNKNOWN,1,1,1
NCT02555306,PHASE1|PHASE2,12,ACTUAL,2015-09-16,2017-08,INDUSTRY,1,5,1
NCT04797104,PHASE3,478,ACTUAL,2021-04-22,2023-07-30,INDUSTRY,1,7,5
NCT00161304,PHASE2|PHASE3,44,ACTUAL,2003-04,2004-08,OTHER,1,1,1
NCT01888484,PHASE3,75,ACTUAL,2014-03,2020-06-09,INDUSTRY,1,24,7
NCT00376584,PHASE3,825,ACTUAL,2006-07,2007-01,INDUSTRY,2,0,0
NCT00362752,PHASE2,9,ACTUAL,2006-10,2009-01,OTHER,1,1,1
NCT00209352,PHASE3,120,,1985-06,,OTHER,1,1,1
NCT04072952,PHASE1|PHASE2,217,ACTUAL,2019-08-05,2024-09-13,INDUSTRY,1,16,1
NCT00231647,PHASE2,113,ACTUAL,2004-02,,INDUSTRY,3,0,0
NCT05164549,PHASE3,342,ACTUAL,2019-08-06,2022-04-29,OTHER,1,5,1
NCT01045538,PHASE1|PHASE2,45,ACTUAL,2010-02,2016-02,OTHER,2,1,1
NCT03661138,PHASE3,272,ACTUAL,2018-10-27,2022-08-19,INDUSTRY,1,43,1
NCT00024258,PHASE2,22,ACTUAL,2001-03,2009-05,OTHER,9,1,1
NCT00317148,PHASE2|PHASE3,50,ACTUAL,2005-08,2006-09,OTHER,1,1,1
NCT02458248,PHASE2,105,ACTUAL,2016-03,2020-08,OTHER,3,1,1
NCT06052748,PHASE3,502,ACTUAL,2024-02-15,2025-03-27,INDUSTRY,1,1,1
NCT00293826,PHASE2,813,ACTUAL,2006-03,2007-11,INDUSTRY,1,0,0
NCT00673426,PHASE3,60,ACTUAL,2008-01,2008-03,INDUSTRY,1,1,1
NCT01342926,PHASE2,191,ACTUAL,2011-06-01,2016-04-01,INDUSTRY,1,41,2
NCT03766685,PHASE3,172,ACTUAL,2018-12-20,2020-07-14,INDUSTRY,2,39,2
NCT03896685,PHASE3,323,ACTUAL,2020-04-06,2024-10-04,OTHER,6,10,6
NCT01222715,PHASE2,87,ACTUAL,2010-10,2015-06,NIH,7,184,4
NCT01303835,PHASE2,110,ACTUAL,2011-05,2014-06,OTHER,1,1,1
NCT02808104,PHASE2,84,ACTUAL,2016-08,2017-03-28,INDUSTRY,1,7,1
NCT04699604,PHASE3,55,ACTUAL,2021-04-28,2026-04-15,OTHER,1,1,1
NCT02151604,PHASE2,22,ACTUAL,2014-04-23,2020-12-31,OTHER,1,1,1
NCT00003304,PHASE2,29,ESTIMATED,1998-04,2000-03,NETWORK,1,37,12
NCT04486716,PHASE3,111,ACTUAL,2020-10-19,2023-11-20,INDUSTRY,1,20,2
NCT00939406,PHASE2|PHASE3,45,ACTUAL,2009-11,2012-11,OTHER,2,3,3
NCT00625404,PHASE3,2120,ACTUAL,2009-05,2012-08,OTHER,1,4,3
NCT01516684,PHASE2,33,ACTUAL,2012-05-14,2018-06-26,OTHER,1,1,1
NCT02135133,PHASE2,27,ACTUAL,2014-06,2020-10-06,OTHER,2,3,1
NCT00274352,PHASE2,16,ACTUAL,2006-09,2012-02,OTHER,1,1,1
NCT00898352,PHASE3,,,,1990-11,NETWORK,1,0,0
NCT02171247,PHASE3,35,ACTUAL,2008-04,2010-12,OTHER,1,0,0
NCT03776058,PHASE2,10,ACTUAL,2000-06-15,2000-12-26,INDUSTRY,1,0,0
NCT05819658,PHASE2,78,ACTUAL,2023-06-14,2024-10-11,INDUSTRY,1,5,1
NCT01933555,PHASE2,76,ACTUAL,2013-01,2013-06,INDUSTRY,1,1,1
NCT00486278,PHASE2,51,ACTUAL,2007-06,2010-06,INDUSTRY,3,45,18
NCT03297385,PHASE2,50,ACTUAL,2014-08-28,2017-04-01,OTHER,3,0,0
NCT00000985,PHASE3,26,,,,NIH,2,4,1
NCT04082143,PHASE3,39,ACTUAL,2019-08-25,2022-07-01,OTHER,1,1,1
NCT02301143,PHASE2,107,ACTUAL,2015-04-21,2017-11-21,INDUSTRY,1,42,5
NCT05505916,PHASE3,145,ACTUAL,2022-10-24,2026-05-27,INDUSTRY,1,71,23
NCT01014806,PHASE2,467,ACTUAL,2009-11,2010-05,INDUSTRY,1,6,1
NCT01343004,PHASE3,2463,ACTUAL,2011-04,2014-10,INDUSTRY,2,28,10
NCT00799604,PHASE2,30,ACTUAL,2008-11,2009-10,INDUSTRY,1,2,1
NCT04151706,PHASE2,7,ACTUAL,2020-02-27,2023-09-08,OTHER,5,1,1
NCT00364104,PHASE3,125,ACTUAL,2007-03,2008-12,OTHER,1,1,1
NCT00405704,PHASE3,607,ACTUAL,2007-05,2013-06,NIH,2,19,1
NCT04353284,PHASE2,70,ACTUAL,2020-06-09,2021-03-03,OTHER,1,1,1
NCT00279552,PHASE2,37,,2004-04,,OTHER,1,1,1
NCT04212052,PHASE2,104,ACTUAL,2020-07-01,2023-01-01,OTHER,1,1,1
NCT01015547,PHASE3,60,ACTUAL,2003-05,2007-11,OTHER,1,6,1
NCT04650347,PHASE2|PHASE3,80,ACTUAL,2017-03-01,2018-03-01,OTHER,1,1,1
NCT03315949,PHASE3,352,ACTUAL,2017-05-01,2018-02-28,OTHER,1,1,1
NCT03062358,PHASE3,453,ACTUAL,2017-04-27,2021-06-30,INDUSTRY,1,41,5
NCT00072358,PHASE2,291,ACTUAL,2003-07,2021-01-15,OTHER,1,1,1
NCT00185185,PHASE3,165,ACTUAL,2001-11,,INDUSTRY,2,1,1
NCT04358614,PHASE2|PHASE3,12,ACTUAL,2020-03-16,2020-04-05,OTHER,2,1,1
NCT04240314,PHASE1|PHASE2,3,ACTUAL,2020-01-15,2023-11-13,OTHER,1,1,1
NCT04039204,PHASE2,10,ACTUAL,2022-01-15,2023-08-09,OTHER,2,1,1
NCT06020014,PHASE2,339,ACTUAL,2023-11-16,2025-10-28,INDUSTRY,1,124,18
NCT00306384,PHASE3,3323,ACTUAL,2006-03,2011-11,INDUSTRY,1,114,12
NCT05025033,PHASE2,30,ACTUAL,2019-05-30,2022-01-30,OTHER,1,1,1
NCT01468233,PHASE3,326,ACTUAL,2011-11,2014-04,INDUSTRY,1,0,0
NCT04784533,PHASE2,317,ACTUAL,2021-02-26,2023-05-16,INDUSTRY,1,39,1
NCT03118947,PHASE2,79,ACTUAL,2017-02-23,2019-02-25,INDUSTRY,1,28,5
NCT03693547,PHASE2,26,ACTUAL,2019-04-22,2021-06-25,INDUSTRY,1,4,1
NCT05130047,PHASE2,30,ACTUAL,2021-12-01,2022-11-08,OTHER,6,1,1
NCT01933347,PHASE2,46,ACTUAL,2014-04-07,2017-04-10,OTHER,1,1,1
NCT00990249,PHASE2,120,ACTUAL,2009-10,2016-05,OTHER,4,1,1
NCT00749749,PHASE2,27,ACTUAL,2008-09-10,2008-12-22,INDUSTRY,1,1,1
NCT04883749,PHASE2,53,ACTUAL,2021-06-01,2025-05-08,OTHER,1,20,2
NCT00108849,PHASE3,309,ACTUAL,2005-03,2007-05,INDUSTRY,2,57,2
NCT01011049,PHASE2,1250,ACTUAL,2009-09,2010-05,INDUSTRY,1,45,2
NCT00553449,PHASE3,48,ACTUAL,2004-07,,INDUSTRY,2,0,0
NCT00130949,PHASE2,45,,2004-11,,INDUSTRY,1,1,1
NCT01923649,PHASE2,24,ACTUAL,2008-04,2013-12-02,OTHER,1,3,1
NCT01051349,PHASE2,410,ACTUAL,2010-03-31,2016-08-25,INDUSTRY,1,65,8
NCT03875638,PHASE2,58,ACTUAL,2019-08-22,2026-02-16,OTHER,4,1,1
NCT00751738,PHASE3,330,ACTUAL,2002-10,2005-10,INDUSTRY,1,86,7
NCT00655538,PHASE2,476,ACTUAL,2008-02,2010-05,INDUSTRY,1,23,7
NCT04218058,PHASE1|PHASE2,20,ACTUAL,2018-05-15,2019-09-25,OTHER,1,1,1
NCT03749148,PHASE2,48,ACTUAL,2018-12-10,2023-02-28,OTHER,1,8,1
NCT06091748,PHASE3,69,ACTUAL,2024-02-22,2025-11-27,INDUSTRY,1,1,1
NCT02524626,PHASE3,130,ACTUAL,2017-07-01,2019-12-31,OTHER,1,1,1
NCT04591626,PHASE3,291,ACTUAL,2020-12-07,2022-04-28,INDUSTRY,1,27,1
NCT00266526,PHASE2,,,2003-07,2004-07,INDUSTRY,1,1,1
NCT00083278,PHASE2,33,ACTUAL,2003-05,,INDUSTRY,2,14,1
NCT05827185,PHASE2,96,ACTUAL,2020-05-01,2023-02-28,OTHER,1,1,1
NCT00669916,PHASE1|PHASE2,36,ACTUAL,2007-02,2007-11,INDUSTRY,1,0,0
NCT06975514,PHASE3,61,ACTUAL,2025-03-25,2025-07-21,INDUSTRY,1,16,1
NCT01558414,PHASE3,60,ACTUAL,2011-04,2011-10,OTHER,3,1,1
NCT00604214,PHASE3,1696,ACTUAL,2008-03,2011-09,INDUSTRY,1,150,18
NCT04878016,PHASE3,498,ACTUAL,2021-07-15,2023-10-13,INDUSTRY,1,1,1
NCT04979806,PHASE3,530,ACTUAL,2022-08-28,2024-11-25,INDUSTRY,2,48,9
NCT02047604,PHASE2,41,ACTUAL,2013-12,2017-02-23,INDUSTRY,1,12,1
NCT06492304,PHASE1|PHASE2,12,ACTUAL,2024-08-13,2026-03-11,INDUSTRY,3,7,2
NCT01473004,PHASE2,48,ACTUAL,2011-10-31,2022-07-07,OTHER,1,1,1
NCT01399684,PHASE2,127,ACTUAL,2011-11,2014-02,INDUSTRY,1,40,5
NCT00432484,PHASE2,70,ACTUAL,2005-05,2006-12,OTHER,1,1,1
NCT01722604,PHASE3,258,ACTUAL,2012-01,2012-09,INDUSTRY,2,1,1
NCT04662684,PHASE3,320,ACTUAL,2020-10-16,2021-07-10,OTHER,2,1,1
NCT03809884,PHASE3,7,ACTUAL,2019-12-01,2024-07-22,OTHER,1,1,1
NCT02745184,PHASE1|PHASE2,10,ACTUAL,2017-03-30,2020-08-31,OTHER,1,1,1
NCT00008333,PHASE2,59,ACTUAL,2001-04,2004-03,OTHER,1,13,1
NCT01576952,PHASE3,268,ACTUAL,2012-07,2013-01,INDUSTRY,1,0,0
NCT03545347,PHASE2,29,ACTUAL,2018-09-03,2020-05-20,OTHER,1,1,1
NCT01172938,PHASE3,504,ACTUAL,2010-06-02,2012-04-27,INDUSTRY,1,92,13
NCT03685448,PHASE2,35,ACTUAL,2019-04-11,2024-12-30,OTHER,6,11,1
NCT02596126,PHASE3,2499,ACTUAL,2016-07,2021-10-31,OTHER,2,113,7
NCT04867785,PHASE2,281,ACTUAL,2021-05-13,2022-07-08,INDUSTRY,1,43,2
NCT01433614,PHASE3,304,ACTUAL,2002-12,2006-06,OTHER,1,9,1
NCT00410514,PHASE2,200,ACTUAL,2006-12,2008-08,INDUSTRY,2,27,2
NCT01572116,PHASE2,60,ACTUAL,2010-01,2011-06,OTHER,1,1,1
NCT00299416,PHASE1|PHASE2,30,ACTUAL,2003-02,2009-01,OTHER,1,1,1
NCT04825704,PHASE3,84,ACTUAL,2021-10-27,2023-06-27,OTHER,1,1,1
NCT01512706,PHASE2,660,ACTUAL,2011-07,2012-01,OTHER,1,1,1
NCT04043806,PHASE3,458,ACTUAL,2019-08-09,2022-12-14,INDUSTRY,1,97,11
NCT00609804,PHASE2,53,ACTUAL,2008-03,2012-05,OTHER,1,16,1
NCT02273804,PHASE3,18,ACTUAL,2016-06-01,2017-12-21,OTHER,1,1,1
NCT02249884,PHASE2,30,ACTUAL,2014-02,2015-03,OTHER,1,1,1
NCT00240084,PHASE2,20,ACTUAL,2003-07,2005-11,OTHER,1,1,1
NCT01818284,PHASE2,22,ACTUAL,2013-10,2016-06,OTHER,1,1,1
NCT04953884,PHASE3,12,ACTUAL,2021-09-22,2024-12-16,INDUSTRY,1,9,7
NCT02900352,PHASE3,156,ACTUAL,2016-10,2021-04-22,OTHER,1,4,1
NCT00424047,PHASE3,351,ACTUAL,2003-01-01,2005-11-01,INDUSTRY,1,69,15
